id_bu,id_bu_encuesta,encuesta,encuesta_a,encuesta_m,pond,secu,estrato,region_3,zona_u_r,gse,bienestar_2,bienestar_7_a,bienestar_7_d,bienestar_7_f,bienestar_7_b,bienestar_7_g,bienestar_7_h,bienestar_7_c,bienestar_7_e,bienestar_7_j,percepcion_1_a,percepcion_1_b,percepcion_1_c,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_co,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_ca,eval_act_pol_1_gu,eval_act_pol_1_en,eval_act_pol_1_gm,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_gt,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_21,ciudadania_28_c,democracia_38,democracia_39_a,democracia_39_b,democracia_40_a,democracia_40_b,democracia_40_c,democracia_40_d,religion_14,pobreza_39_a,pobreza_39_n,pobreza_39_e,pobreza_39_g,pobreza_39_h,pobreza_39_m,pobreza_112,pobreza_113,percepcion_32_a,percepcion_32_b,pobreza_63,pobreza_115,pobreza_13_a,pobreza_13_b,pobreza_13_c,bienestar_23_a,bienestar_23_b,bienestar_23_c,bienestar_23_d,bienestar_24,interes_pol_24_a,interes_pol_24_b,interes_pol_24_c,interes_pol_24_d,interes_pol_24_e,interes_pol_18_a,interes_pol_18_j,interes_pol_18_b,interes_pol_18_c,interes_pol_18_d,interes_pol_18_k,interes_pol_18_l,interes_pol_18_e,interes_pol_18_f,interes_pol_18_h,interes_pol_18_m,interes_pol_18_n,interes_pol_18_o,interes_pol_18_p,interes_pol_18_g,interes_pol_18_q,interes_pol_18_r,interes_pol_25,redes_1,redes_59_a,redes_59_b,redes_59_c,redes_59_d,redes_59_e,redes_60_a,redes_60_b,redes_61,religion_63,pobreza_62,pobreza_109_a,pobreza_109_b,pobreza_109_c,pobreza_109_d,pobreza_109_e,pobreza_109_f,pobreza_109_g,pobreza_109_h,pobreza_109_i,pobreza_1_a,pobreza_1_b,pobreza_2_a,pobreza_2_b,educacion_104_a,pobreza_75_e,pobreza_75_d,pobreza_75_c,pobreza_75_a,pobreza_75_b,pobreza_75_f,pobreza_75_g,pobreza_76_e,pobreza_76_d,pobreza_76_c,pobreza_76_a,pobreza_76_b,pobreza_76_f,pobreza_76_g,pobreza_116,interes_pol_1_b,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b_2,elec_pres_145_a,elec_pres_145_b,elec_pres_1,sexo,edad,info_enc_59_2,info_enc_58,info_enc_30_b,info_enc_8,estado_civil_g,info_enc_61,esc_nivel_1_c,info_enc_57,info_hogar_28_c,pobreza_100,info_enc_62
1-93,1,93,2025,3,2.044705806753864,93191,20,13,1,3,8,2,4,4,3,4,3,3,4,3,3,26,14,2,3,2,3,4,3,1,5,4,4,2,5,2,3,3,3,3,4,6,3,4,6,3,6,4,3,2,4,3,4,4,3,4,1,2,4,4,3,3,4,3,1,3,4,1,4,5,3,1,1,1,1,1,3,1,1,3,1,3,1,2,5,1,4,6,1,9,5,2,8,10,5,10,1,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,3,2,1,4,12,1,4,4,7,7,5,1,7,1,3,1,1,1,5,7,6,1,3,2,5,2,2,3,1,1,2,2,1,1,1,1,1,1,1,3,3,15,15,1,-9,,1,9,-9,2,52,1,2,,1,1,2,6,2,4,4,2
10-93,10,93,2025,3,.4866190150327501,93183,20,13,1,3,7,3,1,5,5,4,3,5,4,1,1,10,3,2,2,3,2,4,2,2,-8,3,3,-8,-8,-8,6,-8,6,6,3,6,6,6,6,6,6,3,2,2,3,3,3,3,3,4,2,2,3,3,3,3,2,2,3,3,3,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,3,6,1,8,1,7,6,2,14,10,7,4,5,1,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,,2,2,5,2,5,2,5,5,10,10,10,0,0,0,0,0,0,0,0,0,6,3,3,8,7,1,1,1,2,1,2,1,2,2,2,2,2,1,2,3,5,15,15,1,3,,1,3,-9,2,60,1,2,,1,5,2,3,1,,0,1
100-93,100,93,2025,3,.4137132552980233,93294,26,16,2,3,7,5,5,5,4,5,2,4,4,5,2,3,9,3,2,3,3,5,2,2,5,2,2,4,3,3,2,6,6,6,6,6,6,6,6,6,6,4,3,1,4,2,2,4,4,4,3,2,4,4,3,3,3,1,2,2,3,3,1,8,1,2,1,2,1,1,3,1,1,1,3,1,2,1,2,5,6,10,5,1,9,11,0,0,0,4,1,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,12,6,6,1,4,5,0,7,10,1,10,0,10,0,0,0,10,10,5,10,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,15,15,1,2,,4,8,21,2,34,1,2,,1,1,2,4,2,1,2,2
1000-93,1000,93,2025,3,1.349172936776036,93104,12,8,1,3,10,5,-7,-7,5,-7,2,5,5,4,3,5,2,3,2,4,3,3,2,2,7,2,3,4,2,3,3,3,3,3,3,3,3,3,3,2,6,4,2,2,3,3,2,3,2,3,3,2,3,3,3,2,3,2,2,3,3,1,2,5,3,3,1,1,1,1,3,3,1,3,3,3,1,1,4,1,8,8,5,2,4,7,6,10,5,7,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,3,5,4,5,5,3,3,7,10,10,0,7,0,0,0,0,4,0,6,6,5,3,6,5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,15,15,1,2,,1,7,-9,1,21,1,2,,2,8,1,7,2,4,4,4
1001-93,1001,93,2025,3,.4152878204728351,93285,15,9,2,3,8,5,3,5,2,5,5,5,5,5,10,6,1,3,3,4,1,3,2,2,8,2,5,3,6,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,4,1,4,3,3,3,-8,2,3,3,-8,3,3,1,-8,3,4,2,1,10,1,1,2,1,2,2,2,3,1,1,2,4,2,3,4,6,2,6,8,6,5,9,0,0,0,2,1,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,1,2,3,4,3,3,3,6,10,10,5,8,1,9,1,6,5,1,9,10,3,4,8,7,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,5,26,,1,1,,1,5,13,2,33,1,1,5,1,8,2,3,1,,1,8
1002-93,1002,93,2025,3,1.125629927727084,93285,15,9,2,3,2,4,5,5,2,4,4,3,4,4,5,10,1,3,1,3,1,3,3,2,8,1,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,4,4,4,3,1,-8,-8,3,3,3,3,4,3,3,2,3,3,3,2,4,3,3,1,3,1,1,1,2,2,2,2,2,2,4,1,6,3,7,9,9,1,4,10,6,10,0,1,1,1,1,4,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,,2,1,2,4,8,2,2,5,5,9,10,6,4,0,0,7,0,0,1,0,10,5,8,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,15,15,1,2,,10,13,-9,1,62,1,1,5,1,1,2,1,1,,0,2
1003-93,1003,93,2025,3,.4152878204728351,93285,15,9,2,4,6,3,5,5,4,4,3,2,4,2,1,7,13,1,2,2,2,4,2,2,6,1,5,3,4,4,5,6,6,6,2,6,6,6,1,6,6,-8,1,1,4,1,4,4,4,3,4,3,3,4,4,1,3,1,4,3,-8,3,1,9,1,1,1,1,1,2,1,3,2,4,3,4,4,5,2,1,9,4,0,6,9,14,1,6,6,10,3,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,1,3,3,8,3,5,-9,6,5,5,0,1,1,0,0,1,0,0,0,3,4,4,8,1,3,3,2,3,3,3,2,1,1,1,1,1,1,1,5,5,15,15,1,1,,9,6,-6,2,41,1,1,5,1,8,2,1,1,,1,2
1004-93,1004,93,2025,3,.2223660366152959,93285,15,9,2,3,6,5,5,5,4,5,4,5,5,4,11,7,6,1,3,3,3,3,3,2,-9,3,5,3,1,6,4,6,4,6,6,6,6,3,6,6,6,3,3,4,3,3,1,3,3,4,4,3,3,4,3,3,2,3,3,3,3,3,5,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,8,5,10,10,9,2,13,10,2,10,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,2,3,5,5,10,10,1,1,1,3,-8,1,1,3,1,10,4,9,8,4,4,1,1,2,3,2,2,2,2,2,2,2,3,2,1,2,5,15,15,1,1,,6,1,13,2,46,1,1,5,1,8,2,2,1,,0,1
1005-93,1005,93,2025,3,1.362320727816059,93111,14,9,1,3,10,5,5,5,1,5,5,3,5,5,9,14,26,3,3,4,2,3,3,2,10,3,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,1,2,2,2,2,2,1,4,2,2,3,3,3,1,2,1,2,1,2,1,3,10,1,1,1,1,1,1,1,2,1,3,2,1,1,5,1,1,8,5,0,1,-9,,0,10,0,0,1,1,1,2,4,1,2,2,2,2,2,2,-8,1,2,2,2,2,2,1,1,2,2,,3,8,3,12,6,3,2,4,0,10,10,0,0,0,0,0,0,0,0,0,4,3,2,3,4,3,2,2,3,2,3,2,1,1,1,1,1,1,1,-9,5,15,15,2,,2,3,1,-6,2,29,2,2,,1,8,2,6,2,8,1,2
1006-93,1006,93,2025,3,1.489861516857823,93111,14,9,1,3,7,5,5,-7,4,-7,4,4,-7,4,3,2,10,3,3,3,3,5,3,2,7,1,2,6,2,3,2,6,6,6,6,6,6,6,6,4,6,4,3,1,3,2,2,3,3,3,3,1,3,2,2,2,3,2,2,3,3,2,2,4,2,2,1,1,2,1,1,3,2,3,2,2,2,3,4,3,5,4,5,1,3,2,5,3,0,5,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,3,3,3,4,4,3,4,4,3,9,2,0,2,0,0,0,0,0,0,2,1,3,3,2,5,2,3,2,3,2,2,2,1,1,2,1,1,1,2,3,4,1,,2,,2,11,9,13,1,20,1,2,,2,8,1,5,2,3,4,4
1007-93,1007,93,2025,3,3.264514267683979,93108,12,8,1,2,10,4,4,4,-7,4,2,4,-7,2,10,6,3,2,2,4,4,5,2,2,-8,2,4,2,2,2,4,2,2,2,2,2,2,4,4,4,4,3,3,3,4,4,3,3,3,3,2,3,4,4,4,3,3,3,3,3,3,3,1,8,2,1,2,1,1,3,2,1,1,2,1,2,2,2,6,9,8,10,10,2,9,11,0,10,9,0,1,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,,1,2,5,5,6,2,4,4,0,10,10,0,10,0,0,0,0,0,0,10,6,4,3,4,6,1,1,1,1,1,2,1,2,2,2,3,2,2,1,4,5,15,15,2,,5,1,9,-6,1,57,1,2,,1,1,2,3,1,,1,1
1008-93,1008,93,2025,3,3.000009215688826,93091,12,8,1,3,10,5,5,5,4,5,2,4,4,4,11,6,10,3,1,3,1,3,3,2,7,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,10,1,1,1,1,1,3,2,1,1,1,1,3,1,1,6,1,5,10,4,9,13,11,0,0,2,0,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,3,1,12,8,4,3,5,5,5,5,0,0,0,0,0,0,0,0,0,4,10,7,8,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,15,15,2,,2,1,2,-6,2,25,2,2,,1,8,2,8,2,-8,4,10
1009-93,1009,93,2025,3,2.1090411480276,93146,20,13,1,3,7,4,4,4,4,-7,4,3,4,4,10,3,17,2,2,2,3,4,3,2,8,2,2,4,2,3,3,2,2,6,4,3,6,2,6,-8,6,2,3,2,4,3,3,3,2,3,3,2,3,4,4,2,2,2,1,3,3,1,2,8,1,1,2,2,2,4,3,2,3,3,2,2,2,3,1,9,5,8,0,6,9,11,10,10,10,10,1,1,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,1,1,2,7,1,2,4,0,10,10,5,10,0,5,2,7,0,0,10,10,1,3,5,3,1,2,2,2,2,2,1,1,1,1,1,2,1,1,5,3,10,,1,2,,2,1,21,1,82,1,2,,1,1,2,0,1,,-8,7
101-93,101,93,2025,3,1.121362098051976,93294,26,16,2,3,10,4,4,5,4,4,4,4,5,4,5,10,7,1,3,4,2,4,2,2,-9,1,2,2,1,2,1,2,6,1,2,6,6,2,6,6,6,3,2,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,2,10,3,1,1,1,1,2,3,2,2,3,2,3,3,5,2,5,7,10,5,6,5,13,10,10,0,0,1,1,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,1,1,3,6,4,5,5,5,10,10,0,0,0,0,0,0,0,0,0,1,4,3,8,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,5,15,15,1,3,,2,3,-9,1,60,1,2,,1,2,2,4,1,,4,1
1010-93,1010,93,2025,3,.7659459387031923,93076,8,6,1,4,10,4,-7,-7,4,4,4,4,4,4,12,9,10,3,2,3,3,4,2,2,5,2,2,4,2,3,3,1,2,3,4,6,3,6,3,6,6,4,4,1,4,3,2,3,3,3,4,1,4,4,3,4,4,3,2,3,3,2,1,10,3,2,1,1,2,4,3,3,2,3,2,3,1,5,5,1,2,6,5,9,1,11,5,4,3,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8,3,3,5,3,7,4,5,5,5,6,7,0,10,5,4,2,0,1,3,10,4,6,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,15,15,1,3,,1,2,20,1,36,1,2,,2,8,2,4,1,,2,1
1011-93,1011,93,2025,3,.5166006535762462,93066,8,6,1,3,8,5,4,4,4,4,3,3,3,1,3,9,14,1,2,4,3,4,2,2,5,3,3,2,3,2,2,2,2,4,3,4,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,3,2,3,3,1,2,5,1,1,1,1,1,2,2,2,1,3,1,3,2,4,1,8,4,5,0,5,9,4,10,10,10,10,4,1,2,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,,3,4,4,12,7,4,2,4,5,10,1,0,4,0,0,0,0,4,0,3,4,2,2,3,4,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,3,15,-8,1,1,,3,7,13,1,51,1,2,,1,2,2,5,1,,2,1
1012-93,1012,93,2025,3,.2279997017440032,93066,8,6,1,2,7,4,-7,4,4,3,3,4,4,3,3,14,1,3,1,3,2,2,1,1,5,4,4,3,2,3,4,4,6,3,6,4,6,6,6,6,6,3,4,2,4,2,-9,4,-9,4,4,3,3,-9,-9,3,2,4,2,3,3,1,2,5,3,1,1,2,1,2,2,3,2,4,1,2,2,1,2,4,6,10,5,1,6,3,10,10,10,10,3,1,4,-9,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,12,12,12,12,4,2,4,5,10,5,7,5,0,1,2,0,5,3,7,7,4,3,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,15,15,1,-9,,7,1,-9,2,64,1,2,,1,4,2,7,1,,2,7
1013-93,1013,93,2025,3,.3257018081695243,93066,8,6,1,1,5,3,3,4,3,-7,2,2,5,3,3,11,4,3,3,3,3,4,2,-9,-9,-9,5,3,6,1,4,6,3,6,4,6,3,6,6,6,6,3,-8,3,4,4,3,3,3,4,-8,3,-9,4,4,4,-9,4,3,4,4,3,1,3,1,1,1,1,1,1,2,2,2,2,3,3,1,2,5,1,4,5,8,9,1,2,5,10,10,10,1,4,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,4,12,12,9,4,5,0,10,-9,0,4,0,0,0,0,0,0,10,1,6,2,9,-9,1,2,2,-9,1,1,2,1,1,1,1,1,1,1,4,5,15,15,1,4,,1,3,-9,2,79,1,2,,1,1,2,9,1,,2,7
1014-93,1014,93,2025,3,.6536710585244703,93066,8,6,1,4,1,4,4,5,4,4,4,4,2,4,3,2,7,3,1,4,2,4,2,1,-9,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,4,2,2,10,1,2,1,1,1,1,2,1,1,3,1,4,1,1,6,4,8,10,10,1,14,9,10,10,10,10,1,4,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,12,2,6,6,4,4,5,9,5,0,8,0,0,0,0,0,0,1,5,10,8,4,3,2,2,2,1,1,3,2,1,1,1,1,1,1,1,3,5,15,-9,1,4,,9,5,-9,1,74,1,2,,1,1,2,3,1,,1,7
1015-93,1015,93,2025,3,1.527470199117807,93023,4,4,1,3,6,3,-7,-7,4,5,4,4,3,3,14,13,1,3,3,4,3,4,2,2,8,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,2,4,2,3,3,4,4,3,2,4,4,2,4,3,2,3,2,3,1,2,5,1,3,2,2,2,2,2,3,2,3,3,3,2,3,1,1,8,9,5,1,2,3,0,6,0,2,4,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,3,3,3,3,8,10,10,0,0,0,0,0,0,0,0,0,4,6,2,5,5,2,2,2,2,1,3,2,2,2,1,1,1,2,2,4,4,20,,2,,2,1,3,-6,1,23,8,2,,2,8,2,4,2,2,2,1
1016-93,1016,93,2025,3,1.531891877406385,93076,8,6,1,4,5,4,4,4,4,4,4,4,4,4,2,9,14,1,3,2,3,5,3,2,5,2,2,4,2,4,2,4,3,6,3,6,6,6,6,6,6,4,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,2,5,2,2,2,2,1,4,3,1,2,3,3,3,3,5,1,1,5,5,5,9,1,12,7,9,7,9,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,5,4,5,4,4,4,1,5,5,5,5,8,5,5,5,5,5,5,5,1,5,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,18,,1,2,,2,7,-9,1,40,1,2,,1,2,2,4,1,,3,1
1017-93,1017,93,2025,3,2.023759405164054,93104,12,8,1,3,8,4,-7,-7,5,-7,3,4,5,3,3,5,1,3,2,3,3,3,2,3,5,3,3,3,3,3,3,4,3,3,4,3,3,3,6,4,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,1,2,5,2,2,1,1,1,1,2,3,2,3,3,3,1,3,2,1,5,8,5,1,3,5,10,10,6,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,3,5,3,5,3,3,3,8,10,10,4,6,1,4,1,4,4,4,7,1,4,1,8,5,2,1,2,2,2,2,2,1,1,1,1,1,1,1,3,4,15,15,1,2,,3,2,13,1,21,1,2,,2,8,1,5,2,4,4,4
1018-93,1018,93,2025,3,1.504439005481428,93232,20,13,1,2,10,3,4,4,4,5,4,4,4,4,11,1,10,4,1,4,2,3,1,1,1,4,4,4,4,1,3,2,3,3,4,5,3,3,6,1,6,-8,4,4,4,3,3,4,2,3,1,3,3,4,4,4,3,3,3,3,4,1,3,5,2,1,1,1,1,4,3,2,1,3,1,2,2,2,5,1,4,3,0,1,5,9,0,1,1,10,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,,3,3,1,3,5,4,1,4,0,3,3,10,10,0,10,0,10,10,1,10,5,6,3,10,4,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,4,25,,1,1,,9,1,-8,2,29,1,2,,1,2,2,8,1,,8,1
1019-93,1019,93,2025,3,1.087502315639524,93061,6,5,1,1,5,4,5,-7,4,4,5,4,3,3,1,6,5,4,2,4,3,3,3,1,2,4,4,2,4,2,4,2,6,3,3,3,2,6,6,1,6,3,3,3,4,4,3,3,1,4,3,4,4,3,4,3,3,3,3,3,3,2,2,5,2,1,1,1,1,1,3,2,1,2,2,2,1,1,5,5,8,8,7,5,1,9,5,5,1,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,3,3,5,3,3,2,5,7,0,0,0,0,0,0,0,0,0,6,4,3,10,7,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,25,,1,1,,1,2,-9,2,30,1,1,5,2,8,2,8,2,8,8,1
102-93,102,93,2025,3,.5006558815966285,93227,20,13,1,2,6,4,-7,4,5,2,1,2,3,3,10,26,9,3,1,1,2,4,2,2,-8,2,2,2,2,2,2,2,2,2,3,-8,-8,6,6,2,2,3,3,1,4,3,3,4,3,3,3,1,3,3,3,3,3,1,3,3,3,3,4,5,1,1,1,1,1,3,2,1,1,2,2,2,1,4,5,5,6,6,0,-8,,,0,10,5,8,1,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,5,5,4,5,2,2,4,0,6,1,0,10,0,0,6,8,9,0,10,10,1,6,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,15,15,1,3,,1,2,-9,1,64,1,2,,1,7,2,4,1,,4,3
1020-93,1020,93,2025,3,.5867319331161737,93061,6,5,1,4,4,5,3,5,1,-7,1,2,2,-7,1,13,3,2,3,1,3,4,3,2,-9,1,1,6,2,1,1,6,6,6,6,6,6,6,6,6,6,1,4,2,4,4,4,4,1,4,4,1,4,4,3,3,4,1,3,4,4,3,2,-8,1,1,1,1,1,1,1,2,1,1,4,4,1,2,3,8,1,5,-8,8,14,9,0,0,0,5,-8,3,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,12,12,2,-8,5,5,2,7,5,10,0,0,0,5,5,-8,10,10,2,5,1,4,1,2,1,2,1,1,2,1,1,1,1,1,1,1,-8,5,15,15,2,,5,1,12,21,2,85,1,2,,1,1,2,1,1,,1,7
1021-93,1021,93,2025,3,.4107275501661991,93061,6,5,1,4,5,3,-7,4,3,3,2,2,2,3,10,5,1,2,2,3,3,4,2,2,2,2,3,3,2,2,6,2,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,4,2,4,3,4,4,3,3,3,3,2,1,3,4,1,3,3,2,2,1,2,2,2,2,2,1,3,2,3,1,1,2,4,8,4,5,9,10,14,0,0,0,5,3,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,12,12,12,12,12,5,5,3,1,3,5,9,5,10,5,8,9,6,8,5,7,2,6,4,2,3,3,2,3,2,2,1,1,1,1,1,1,1,3,5,9,,1,1,,2,13,-6,2,64,1,2,,2,8,2,4,1,,4,2
1022-93,1022,93,2025,3,.8407382769743489,93061,6,5,1,3,7,2,5,4,5,3,4,4,4,4,3,2,26,3,2,3,3,4,3,2,8,2,2,4,1,4,1,4,3,2,2,2,4,1,3,5,1,2,2,1,4,3,2,3,2,3,3,1,3,4,1,3,2,2,2,3,2,1,2,2,3,2,1,1,1,1,2,3,2,4,4,4,3,4,4,1,5,9,6,5,1,3,0,0,0,5,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,5,5,10,6,4,4,4,8,9,7,10,1,0,0,1,8,10,10,4,1,6,3,5,1,1,1,1,1,1,2,3,3,2,3,3,3,3,4,2,18,,1,2,,1,7,-9,1,62,1,1,5,1,1,2,6,1,,2,7
1023-93,1023,93,2025,3,.4744077955929989,93106,12,8,1,2,6,4,-7,-7,1,-7,2,2,4,4,10,3,9,2,1,4,1,5,3,2,10,1,1,5,1,5,1,5,2,6,2,1,5,1,4,5,1,1,4,1,4,4,3,2,1,4,4,1,4,4,3,3,4,1,2,4,3,2,1,10,1,1,1,1,1,1,2,1,1,2,2,2,1,1,6,8,2,10,0,5,9,8,1,10,10,5,1,1,2,2,4,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,,1,5,5,4,-9,5,5,4,10,10,10,0,10,0,5,0,10,10,10,10,8,2,5,3,5,1,1,1,1,1,1,1,-9,-9,-8,-9,-9,-9,-9,1,1,10,,1,2,,1,2,-9,2,77,1,2,,2,7,2,3,1,,1,7
1024-93,1024,93,2025,3,1.114976644681975,93106,12,8,1,2,8,4,4,4,4,4,4,4,-7,2,10,5,3,2,1,4,2,3,2,2,7,3,4,3,3,4,3,4,3,6,3,6,4,3,6,4,3,2,2,2,3,3,3,3,2,2,2,1,3,3,2,2,3,1,1,2,3,1,1,8,1,1,1,1,1,1,2,2,3,3,3,1,1,3,4,5,7,5,5,1,9,14,10,10,10,10,1,1,1,3,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,,1,1,1,1,5,4,4,4,5,8,5,0,10,0,5,0,5,10,0,10,4,6,8,3,6,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,26,,1,2,,5,1,-9,2,48,1,2,,1,1,2,8,2,8,3,1
1025-93,1025,93,2025,3,.5862070304403401,93106,12,8,1,1,10,3,4,-7,5,3,4,3,4,3,5,8,3,2,2,4,3,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,3,4,3,4,3,3,4,4,4,3,3,3,3,4,4,3,3,5,2,1,2,2,2,2,3,1,1,3,1,2,1,2,3,5,4,5,5,7,9,5,8,10,8,8,1,1,2,3,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,,1,4,5,4,5,4,1,4,5,7,8,0,10,0,0,0,0,10,10,10,5,7,3,8,5,1,1,2,1,1,1,1,1,1,3,1,1,1,1,4,4,15,15,1,-9,,3,9,-9,2,43,1,2,,2,8,2,8,1,,8,1
1026-93,1026,93,2025,3,1.17241406088068,93106,12,8,1,1,8,4,5,5,4,4,4,2,4,2,3,5,9,4,1,4,5,5,3,2,-8,1,1,4,1,3,3,3,6,1,3,3,4,6,6,1,6,2,3,2,4,3,3,3,2,4,4,2,4,4,3,3,4,2,2,3,4,1,4,5,1,1,1,1,1,1,2,1,1,2,1,2,2,3,4,5,8,1,0,1,4,2,0,5,0,0,4,1,1,3,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,,1,1,1,1,1,1,4,5,5,8,10,0,10,0,0,5,4,10,4,10,9,7,5,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,15,15,1,2,,9,1,21,2,40,1,2,,1,1,2,8,1,,6,1
